# Volume Fraction = 0.0015
# Energy [keV]  = 15
# Sample Info: 3.5mM L-C14K1 in 5mM NaCl (water subtracted, not buffer)
# Date of Experiment: 20200811
,q,I,error
0,0.0022419000000000002,1.6349189982821253,0.20865094060514555
1,0.0024798000000000003,1.00761973513335,0.11409750848767748
2,0.0027177,0.8418333092148792,0.08275972613520233
3,0.0029557,0.6063165582283931,0.056102276424321036
4,0.0031936,0.43349279508428445,0.03916489934088446
5,0.0034314999999999997,0.34952403999594445,0.03023570784359303
6,0.0036694,0.26643108110541897,0.023610474324029317
7,0.0039073,0.24894965390598536,0.0192619073980148
8,0.0041453,0.17405733625910444,0.015610774342422914
9,0.0043832,0.14643208589114373,0.012023407287218374
10,0.0046211,0.13146984813293958,0.010696239252545441
11,0.0048590000000000005,0.1032135096830065,0.008003868442086068
12,0.005097,0.09404391822754216,0.006948987688523595
13,0.0053349,0.07614546788618888,0.005644427477035146
14,0.0055728,0.07153676058017548,0.005939828798197808
15,0.0058107,0.06815033285866268,0.004269965206764862
16,0.0060487,0.05812344526822999,0.004520522927781963
17,0.006286600000000001,0.053399710187524894,0.0035769381752076544
18,0.006524500000000001,0.047957814464080595,0.00309459253047529
19,0.006762399999999999,0.04971708191233204,0.0029377655363741835
20,0.0070003,0.041380763180090006,0.003375793975822974
21,0.0072383,0.03547737557563583,0.004052122377392922
22,0.0074762,0.03699177934553287,0.003962214610704286
23,0.007714100000000001,0.03396881089815461,0.0038442599292576253
24,0.007951999999999999,0.032223475165191376,0.005412204754026095
25,0.008190000000000001,0.030246202397510684,0.004737700735989719
26,0.0084279,0.032494838228411545,0.0027968536825478457
27,0.0086658,0.030382207850298354,0.004405803121744103
28,0.0089037,0.024106566741380037,0.0022317987656917267
29,0.0091417,0.02146267153584633,0.004514785889781958
30,0.0093796,0.021059158448301276,0.00413413256125677
31,0.0096175,0.025132672797515496,0.003508665020824873
32,0.0098554,0.02211465444164913,0.003679927851184421
33,0.010093000000000001,0.0202321303723367,0.0037108570813362564
34,0.010331,0.019313465156149717,0.0023538122889768154
35,0.010569,0.02056779028829625,0.00395141717138837
36,0.010806999999999999,0.01946451865752855,0.003292028365901228
37,0.011045000000000001,0.015052598677357608,0.0015902214878686942
38,0.011283,0.01671125692115398,0.0016408475942284028
39,0.011521,0.01740814038764088,0.002132251591213605
40,0.011759,0.015643052144995777,0.002878231075265117
41,0.011997,0.014446202163516733,0.003359191233124971
42,0.012235,0.014105504478022321,0.0010131176813559675
43,0.012473,0.018113682748004022,0.002726252741624007
44,0.012709999999999999,0.016032116458838095,0.0018057507365616431
45,0.012948,0.015970391790453616,0.003621996627400172
46,0.013186000000000002,0.016573680477596258,0.002494125117822078
47,0.013424,0.0159223240517942,0.0025636414266375887
48,0.013662,0.015781654773307265,0.0012156193648198575
49,0.0139,0.014985360454206759,0.0022215251077563865
50,0.014138,0.015072671915593396,0.002152111173775459
51,0.014376,0.015972497221293076,0.0015425071364499295
52,0.014613999999999999,0.01453429428919999,0.00123254228962198
53,0.014852,0.015878990882389397,0.002634638882394319
54,0.015090000000000001,0.015776594145906535,0.0036449018349036543
55,0.015328,0.016917088051792022,0.002210350405311296
56,0.015566,0.01791137658178869,0.0024077212718789658
57,0.015803,0.01872801374171465,0.0026081084759693985
58,0.016041,0.018149646425628725,0.001900412807431189
59,0.016279,0.018185922489199462,0.0015801827394454123
60,0.016517,0.021736857831406043,0.0023616603959588597
61,0.016755000000000003,0.02327503141389799,0.0028571057914077392
62,0.016993,0.02333534623286887,0.0028329884114268386
