# Volume Fraction = 0.002
# Energy [keV]  = 15
# Sample Info: L-C16K1 0mM NaCl
# Date of Experiment: 20200811
,q,I,error
0,0.0022419000000000002,18.645621977789453,0.6354661262409395
1,0.0024798000000000003,13.95849643408542,0.41000799458939774
2,0.0027177,12.136570506127915,0.4231347868908458
3,0.0029557,10.638100514091574,0.3276173630778953
4,0.0031936,8.685133850673543,0.27127819934189024
5,0.0034314999999999997,7.431335080362203,0.23486520509075826
6,0.0036694,6.5906027858172145,0.19677806715682236
7,0.0039073,6.339386004557099,0.19843363901236116
8,0.0041453,5.207287911860217,0.15533519380633584
9,0.0043832,4.621362147763083,0.13627966509816555
10,0.0046211,4.2976681103763035,0.13334150709354112
11,0.0048590000000000005,3.9461606821888053,0.11334263679304102
12,0.005097,3.5679838799972323,0.10355274510908036
13,0.0053349,3.099710175005547,0.08912168669454675
14,0.0055728,2.928818082213346,0.07948835783058927
15,0.0058107,2.8310667159293033,0.07575456977252076
16,0.0060487,2.474143444877386,0.061513654972827354
17,0.006286600000000001,2.317044093713046,0.06248874609983268
18,0.006524500000000001,2.19363302963057,0.0572850799683262
19,0.006762399999999999,2.0925684001114804,0.061179825877165646
20,0.0070003,1.879010184227983,0.04584083630498703
21,0.0072383,1.731603516989848,0.046965421071353666
22,0.0074762,1.6878490279894998,0.04185954007629127
23,0.007714100000000001,1.5725465543548296,0.03836679715034
24,0.007951999999999999,1.4886642679478703,0.036691677316213554
25,0.008190000000000001,1.328716203909429,0.03073514141510892
26,0.0084279,1.291599901196398,0.0331368824694694
27,0.0086658,1.2449682856201176,0.03226742879173671
28,0.0089037,1.157858299484421,0.02655284289620415
29,0.0091417,1.0702369771438383,0.02633360130499826
30,0.0093796,1.0405993539007252,0.023027820478321945
31,0.0096175,1.0008294210250717,0.024805079814193814
32,0.0098554,0.9202303732868657,0.019571228777742807
33,0.010093000000000001,0.8766078318119082,0.01876536719352073
34,0.010331,0.8519672452865863,0.01857614224679362
35,0.010569,0.8055514333297038,0.017417480387675575
36,0.010806999999999999,0.7744831409432887,0.01603831072760491
37,0.011045000000000001,0.7104767529725754,0.015843301664518215
38,0.011283,0.7094729615973531,0.01534130575520548
39,0.011521,0.6840593831768704,0.014218972294789212
40,0.011759,0.6370341923499013,0.014670868716626456
41,0.011997,0.6163729563726429,0.01292919561369864
42,0.012235,0.5874471017137487,0.011895283760547775
43,0.012473,0.5772664558320886,0.012078099543590433
44,0.012709999999999999,0.5465214175925196,0.011245945741795547
45,0.012948,0.5271524801719224,0.011229116338743812
46,0.013186000000000002,0.511906467650928,0.01115987369731836
47,0.013424,0.4908588612470468,0.011181224229803645
48,0.013662,0.48288398824172707,0.01008468828729438
49,0.0139,0.4513201430597625,0.00921831559887614
50,0.014138,0.43795589769125665,0.009724979723641511
51,0.014376,0.43142431383576335,0.011530629149507237
52,0.014613999999999999,0.40437518372103715,0.009645441403191245
53,0.014852,0.40296270493288844,0.008052566153372182
54,0.015090000000000001,0.3826325759133267,0.007156536496939758
55,0.015328,0.3770194450784107,0.00703791931116596
56,0.015566,0.35437886893142767,0.007517793660877999
57,0.015803,0.3425886562246335,0.006388662622831658
58,0.016041,0.33655325214121534,0.006663416929360191
59,0.016279,0.3173660065915978,0.006818121585401984
60,0.016517,0.3112555772102192,0.0077018163603133315
61,0.016755000000000003,0.30142757502926104,0.00774372384457406
62,0.016993,0.2879579169239011,0.00500597370441567
63,0.017231,0.28158941715509234,0.006545683793268316
64,0.017469,0.2714666265726115,0.005079663700848147
65,0.017707,0.2611953103474612,0.0055028684775751315
66,0.017945,0.2612784727814771,0.006051264447982478
67,0.018183,0.2529397003039269,0.0054454065050919985
68,0.018421,0.24282293142537928,0.005023048130818966
69,0.018659000000000002,0.23793796249518823,0.005279694685333838
70,0.018896,0.23626586282676623,0.005181324265304557
71,0.019134,0.22452132545921036,0.004932697032948912
72,0.019372,0.21822729516619152,0.005939536673316115
73,0.01961,0.21503893099672108,0.004561988142437096
74,0.019847999999999998,0.20927776140778515,0.0036881653516410685
75,0.020086,0.20108829092974304,0.0033636508686348777
76,0.020324000000000002,0.19628275778632331,0.004593373404102113
77,0.020562,0.1926412613820954,0.003389741372513491
78,0.0208,0.18670066029294696,0.004932006001720332
79,0.021038,0.184944711806672,0.0032069055124591597
80,0.021276,0.17629908475618306,0.005377935997483685
81,0.021514,0.17149352174838933,0.004067272087518941
82,0.021752,0.1691542621625355,0.003657929047533312
